Netblock,Description,Num IPs
103.38.136.0/22,ICT Service Engineering Joint Stock Company,1024
103.38.136.0/24,ICT Service Engineering Joint Stock Company,256
103.38.137.0/24,ICT Service Engineering Joint Stock Company,256
103.38.138.0/24,ICT Service Engineering Joint Stock Company,256
103.38.139.0/24,ICT Service Engineering Joint Stock Company,256
111.91.232.0/24,Mobifone Global JSC,256
111.91.233.0/24,Mobifone Global JSC,256
111.91.235.0/24,Mobifone Global JSC,256
45.125.200.0/22,"VTTC Co., LTD",1024
45.125.200.0/24,"VTTC Co., LTD",256
45.125.201.0/24,"VTTC Co., LTD",256
45.125.202.0/24,"VTTC Co., LTD",256
45.125.203.0/24,"VTTC Co., LTD",256
45.125.204.0/24,Vietnam Telecom and Technology Solution Joint Stock Company,256
45.125.205.0/24,Vietnam Telecom and Technology Solution Joint Stock Company,256
45.125.206.0/24,Vietnam Telecom and Technology Solution Joint Stock Company,256
45.125.207.0/24,Vietnam Telecom and Technology Solution Joint Stock Company,256
45.125.208.0/22,Mobifone Global JSC,1024
45.125.208.0/24,Mobifone Global JSC,256
45.125.209.0/24,Mobifone Global JSC,256
45.125.210.0/24,Mobifone Global JSC,256
45.125.211.0/24,Mobifone Global JSC,256
103.115.166.0/24,Duy Tan University,256
103.213.122.0/23,Duy Tan University,512
103.213.122.0/24,Duy Tan University,256
103.213.123.0/24,Duy Tan University,256
103.7.177.0/24,Duy Tan University,256
103.28.136.0/24,Orient commercial joint stock bank,256
103.28.137.0/24,Orient commercial joint stock bank,256
103.28.138.0/23,Orient commercial joint stock bank,512
103.28.138.0/24,Orient commercial joint stock bank,256
103.28.139.0/24,Orient commercial joint stock bank,256
103.11.172.0/22,Joint stock Commercial Bank for Foreign Trade of Viet Nam,1024
103.11.172.0/24,Joint stock Commercial Bank for Foreign Trade of Viet Nam,256
103.11.173.0/24,Joint stock Commercial Bank for Foreign Trade of Viet Nam,256
103.11.174.0/24,Joint stock Commercial Bank for Foreign Trade of Viet Nam,256
103.11.175.0/24,Joint stock Commercial Bank for Foreign Trade of Viet Nam,256
103.10.212.0/22,Vietnam Internationl commercial joint stock bank,1024
103.10.212.0/24,Vietnam Internationl commercial joint stock bank,256
103.10.213.0/24,Vietnam Internationl commercial joint stock bank,256
103.10.214.0/24,Vietnam Internationl commercial joint stock bank,256
103.10.215.0/24,Vietnam Internationl commercial joint stock bank,256
103.4.128.0/22,Vietnam Technological and Commercial Joint-stock Bank - Techcombank,1024
103.4.128.0/24,Vietnam Technological and Commercial Joint-stock Bank - Techcombank,256
103.4.129.0/24,Vietnam Technological and Commercial Joint-stock Bank - Techcombank,256
103.4.130.0/24,Vietnam Technological and Commercial Joint-stock Bank - Techcombank,256
103.4.131.0/24,Vietnam Technological and Commercial Joint-stock Bank - Techcombank,256
183.90.160.0/23,Vietnam Airlines Corporation,512
183.90.160.0/24,Vietnam Airlines Corporation,256
183.90.161.0/24,Vietnam Airlines Corporation,256
183.90.162.0/24,Vietnam Airlines Corporation,256
183.90.163.0/24,Vietnam Airlines Corporation,256
103.196.244.0/22,VietNam credit information joint stock company,1024
103.196.244.0/24,VietNam credit information joint stock company,256
103.196.245.0/24,VietNam credit information joint stock company,256
103.196.246.0/24,VietNam credit information joint stock company,256
103.196.247.0/24,VietNam credit information joint stock company,256
103.227.216.0/22,FPT Software Company limited,1024
103.227.216.0/24,FPT Software Company limited,256
103.227.217.0/24,FPT Software Company limited,256
103.227.218.0/24,FPT Software Company limited,256
103.227.219.0/24,FPT Software Company limited,256
103.71.180.0/24,FPT Software Ha Noi,256
103.71.181.0/24,FPT Software Ha Noi,256
103.94.16.0/24,"No. 14, 256 Bach Dang, Chuong Duong, Hoan Kiem, Hanoi",256
103.94.17.0/24,"No. 14, 256 Bach Dang, Chuong Duong, Hoan Kiem, Hanoi",256
103.94.18.0/24,"No. 14, 256 Bach Dang, Chuong Duong, Hoan Kiem, Hanoi",256
103.94.19.0/24,"No. 14, 256 Bach Dang, Chuong Duong, Hoan Kiem, Hanoi",256
202.47.87.0/24,"Kien Phong ITS, .JSC",256
202.56.57.0/24,"Kien Phong ITS, .JSC",256
103.144.84.0/23,Hanoi Branch of Rmit University Vietnam LLC,512
103.144.84.0/24,Hanoi Branch of Rmit University Vietnam LLC,256
103.144.85.0/24,Hanoi Branch of Rmit University Vietnam LLC,256
103.253.88.0/23,Rmit International University Vietnam,512
103.253.90.0/24,Rmit International University Vietnam,256
103.253.91.0/24,Rmit International University Vietnam,256
223.27.104.0/24,Global informatics solution corporation,256
223.27.105.0/24,Global informatics solution corporation,256
223.27.108.0/22,Global informatics solution corporation,1024
223.27.108.0/24,Global informatics solution corporation,256
223.27.109.0/24,Global informatics solution corporation,256
223.27.110.0/24,Global informatics solution corporation,256
223.27.111.0/24,Global informatics solution corporation,256
103.239.120.0/24,Vietnam Esports Development Joint Stock Company,256
103.239.121.0/24,Vietnam Esports Development Joint Stock Company,256
103.239.122.0/24,Vietnam Esports Development Joint Stock Company,256
45.119.240.0/24,Vietnam Esports Development Joint Stock Company,256
45.119.241.0/24,Vietnam Esports Development Joint Stock Company,256
45.119.242.0/24,Vietnam Esports Development Joint Stock Company,256
45.119.243.0/24,Vietnam Esports Development Joint Stock Company,256
103.63.212.0/24,Ehost software company limited,256
103.63.213.0/24,Ehost software company limited,256
103.63.214.0/24,Ehost software company limited,256
103.63.215.0/24,Ehost software company limited,256
45.123.96.0/24,Ehost software company limited,256
45.123.97.0/24,Ehost software company limited,256
45.123.99.0/24,Ehost software company limited,256
103.20.144.0/22,DTS Communication Technologies Corporation,1024
202.43.108.0/22,DTS Communication Technologies Corporation,1024
202.43.110.0/24,DTS Communication Technologies Corporation,256
202.43.111.0/24,DTS Communication Technologies Corporation,256
101.96.12.0/22,"L.C.S Company.,ltd",1024
101.96.12.0/24,"L.C.S Company.,ltd",256
101.96.13.0/24,"L.C.S Company.,ltd",256
101.96.14.0/24,"L.C.S Company.,ltd",256
101.96.15.0/24,"L.C.S Company.,ltd",256
113.61.108.0/22,"L.C.S Company.,ltd.",1024
113.61.108.0/24,"L.C.S Company.,ltd.",256
113.61.109.0/24,"L.C.S Company.,ltd.",256
113.61.110.0/24,"L.C.S Company.,ltd.",256
113.61.111.0/24,"L.C.S Company.,ltd.",256
103.20.144.0/22,DTS Communication Technologies Corporation,1024
202.43.108.0/22,DTS Communication Technologies Corporation,1024
202.43.110.0/24,DTS Communication Technologies Corporation,256
202.43.111.0/24,DTS Communication Technologies Corporation,256
103.196.248.0/24,DT Communications company limited,256
103.196.249.0/24,DT Communications company limited,256
103.196.250.0/24,DT Communications company limited,256
103.196.251.0/24,DT Communications company limited,256
103.61.44.0/22,Scom Technology Join stock company,1024
103.61.44.0/24,Scom Technology Join stock company,256
103.61.45.0/24,Scom Technology Join stock company,256
103.61.46.0/24,Scom Technology Join stock company,256
103.61.47.0/24,Scom Technology Join stock company,256
103.56.168.0/22,BAOVIET Bank,1024
103.53.88.0/22,Misa joint stock company,1024
103.53.88.0/23,Misa joint stock company,512
103.53.88.0/24,Misa joint stock company,256
103.53.89.0/24,Misa joint stock company,256
103.53.90.0/24,Misa joint stock company,256
103.48.76.0/24,Mobile World Investment Corporation,256
103.48.77.0/24,Mobile World Investment Corporation,256
103.48.78.0/24,Mobile World Investment Corporation,256
103.48.79.0/24,Mobile World Investment Corporation,256
103.17.236.0/23,"Intercom Telecom., JSC",512
103.17.236.0/24,"Intercom Telecom., JSC",256
103.17.237.0/24,"Intercom Telecom., JSC",256
103.17.238.0/23,"Intercom Telecom., JSC",512
103.17.238.0/24,"Intercom Telecom., JSC",256
103.17.239.0/24,"Intercom Telecom., JSC",256
103.239.116.0/22,"Smartlink Card., JSC",1024
103.239.117.0/24,"Smartlink Card., JSC",256
103.239.118.0/24,"Smartlink Card., JSC",256
103.239.119.0/24,"Smartlink Card., JSC",256
103.239.32.0/24,Vietnam National Coaland Mineral Industries Holding Corporation Limited,256
103.239.33.0/24,Vietnam National Coaland Mineral Industries Holding Corporation Limited,256
103.239.34.0/24,Vietnam National Coaland Mineral Industries Holding Corporation Limited,256
103.239.35.0/24,Vietnam National Coaland Mineral Industries Holding Corporation Limited,256
203.119.64.0/22,Vietnam Internet Network Information Center,1024
103.238.208.0/22,VINGROUP JOINT STOCK COMPANY,1024
103.238.208.0/24,VINGROUP JOINT STOCK COMPANY,256
103.238.209.0/24,VINGROUP JOINT STOCK COMPANY,256
103.238.210.0/24,VINGROUP JOINT STOCK COMPANY,256
103.238.211.0/24,VINGROUP JOINT STOCK COMPANY,256
103.237.60.0/24,State Audit Office of Vietnam,256
103.237.61.0/24,State Audit Office of Vietnam,256
103.237.62.0/24,State Audit Office of Vietnam,256
103.237.63.0/24,State Audit Office of Vietnam,256
103.232.56.0/23,Tien Phong Commercial Joint Stock Bank,512
103.232.58.0/23,Tien Phong Commercial Joint Stock Bank,512
103.231.148.0/22,Sai Gon CTT,1024
103.229.192.0/22,Masters Technology Corporation,1024
103.254.216.0/22,ICSOFT Joint Stock Company,1024
118.107.100.0/22,VTC DIGICOM,1024
118.107.114.0/24,VTC DIGICOM,256
118.107.115.0/24,VTC DIGICOM,256
118.107.116.0/24,VTC DIGICOM,256
118.107.117.0/24,VTC DIGICOM,256
118.107.118.0/24,VTC DIGICOM,256
118.107.64.0/18,VTC DIGICOM,16384
118.107.64.0/22,VTC DIGICOM,1024
118.107.68.0/22,VTC DIGICOM,1024
118.107.69.0/24,VTC DIGICOM,256
118.107.70.0/24,VTC DIGICOM,256
118.107.72.0/22,VTC DIGICOM,1024
118.107.75.0/24,VTC DIGICOM,256
118.107.76.0/22,VTC DIGICOM,1024
118.107.80.0/22,VTC DIGICOM,1024
118.107.84.0/22,VTC DIGICOM,1024
118.107.88.0/22,VTC DIGICOM,1024
118.107.92.0/22,VTC DIGICOM,1024
119.18.184.0/21,VTC DIGICOM,2048
119.18.184.0/22,VTC DIGICOM,1024
119.18.188.0/22,VTC DIGICOM,1024
119.18.190.0/24,VTC DIGICOM,256
43.239.188.0/22,VTC DIGICOM,1024
113.52.32.0/19,Global Data Service Joint Stock Company,8192
113.52.32.0/22,Global Data Service Joint Stock Company,1024
113.52.33.0/24,Global Data Service Joint Stock Company,256
113.52.34.0/24,Global Data Service Joint Stock Company,256
113.52.35.0/24,Global Data Service Joint Stock Company,256
113.52.36.0/22,Global Data Service Joint Stock Company,1024
113.52.36.0/24,Global Data Service Joint Stock Company,256
113.52.37.0/24,Global Data Service Joint Stock Company,256
113.52.39.0/24,Global Data Service Joint Stock Company,256
113.52.40.0/22,Global Data Service Joint Stock Company,1024
113.52.40.0/24,Global Data Service Joint Stock Company,256
113.52.44.0/22,Global Data Service Joint Stock Company,1024
113.52.44.0/24,Global Data Service Joint Stock Company,256
113.52.45.0/24,Global Data Service Joint Stock Company,256
113.52.47.0/24,Global Data Service Joint Stock Company,256
113.52.48.0/22,Global Data Service Joint Stock Company,1024
113.52.52.0/22,Global Data Service Joint Stock Company,1024
113.52.56.0/22,Global Data Service Joint Stock Company,1024
113.52.56.0/24,Global Data Service Joint Stock Company,256
113.52.57.0/24,Global Data Service Joint Stock Company,256
113.52.59.0/24,Global Data Service Joint Stock Company,256
113.52.60.0/24,Global Data Service Joint Stock Company,256
113.52.61.0/24,Global Data Service Joint Stock Company,256
113.52.62.0/24,Global Data Service Joint Stock Company,256
49.246.128.0/18,Global Data Service Joint Stock Company,16384
49.246.128.0/22,Global Data Service Joint Stock Company,1024
49.246.128.0/24,Global Data Service Joint Stock Company,256
49.246.129.0/24,Global Data Service Joint Stock Company,256
49.246.132.0/22,Global Data Service Joint Stock Company,1024
49.246.136.0/22,Global Data Service Joint Stock Company,1024
49.246.140.0/22,Global Data Service Joint Stock Company,1024
49.246.140.0/24,Global Data Service Joint Stock Company,256
49.246.143.0/24,Global Data Service Joint Stock Company,256
49.246.144.0/22,Global Data Service Joint Stock Company,1024
49.246.148.0/22,Global Data Service Joint Stock Company,1024
49.246.152.0/22,Global Data Service Joint Stock Company,1024
49.246.156.0/22,Global Data Service Joint Stock Company,1024
49.246.160.0/22,Global Data Service Joint Stock Company,1024
49.246.164.0/22,Global Data Service Joint Stock Company,1024
49.246.168.0/22,Global Data Service Joint Stock Company,1024
49.246.172.0/22,Global Data Service Joint Stock Company,1024
49.246.176.0/22,Global Data Service Joint Stock Company,1024
49.246.180.0/22,Global Data Service Joint Stock Company,1024
49.246.184.0/22,Global Data Service Joint Stock Company,1024
49.246.188.0/22,Global Data Service Joint Stock Company,1024
49.246.192.0/19,Global Data Service Joint Stock Company,8192
49.246.192.0/22,Global Data Service Joint Stock Company,1024
49.246.196.0/22,Global Data Service Joint Stock Company,1024
49.246.200.0/22,Global Data Service Joint Stock Company,1024
49.246.204.0/22,Global Data Service Joint Stock Company,1024
49.246.208.0/22,Global Data Service Joint Stock Company,1024
49.246.212.0/22,Global Data Service Joint Stock Company,1024
49.246.216.0/22,Global Data Service Joint Stock Company,1024
49.246.220.0/22,Global Data Service Joint Stock Company,1024
103.45.229.0/24,Online Solution Company Limited,256
103.45.230.0/24,Online Solution Company Limited,256
116.193.64.0/24,ip range allocate for long reach ethernet customer of QTSC,256
116.193.65.0/24,ip range allocate for public wireless customer of QTSC,256
116.193.66.0/24,ip range allocate for public ethernet customer of QTSC,256
116.193.67.0/24,ip range allocate for leased line over ethernet customer of QTSC,256
116.193.68.0/24,ip range allocate for broadband ethernet customer of QTSC,256
116.193.69.0/24,ip range allocate for customer hosting service of QTSC,256
116.193.70.0/24,ip range allocate for QTSC's Internet Data Center,256
116.193.71.0/24,ip range allocate for QTSC's Internet Data Center,256
116.193.72.0/24,ip range allocate for QTSC's Internet Data Center,256
116.193.73.0/24,ip range allocate for QTSC's Internet Data Center,256
116.193.74.0/24,ip range allocate for QTSC's Internet Data Center,256
116.193.75.0/24,ip range allocate for QTSC's Internet Data Center,256
116.193.76.0/24,ip range allocate for QTSC's Internet Data Center,256
116.193.77.0/24,Quang Trung Software City Development Company,256
116.193.78.0/24,Quang Trung Software City Development Company,256
120.72.100.0/24,Quang Trung Software City Development Company,256
120.72.102.0/24,Quang Trung Software City Development Company,256
120.72.103.0/24,Quang Trung Software City Development Company,256
120.72.105.0/24,Quang Trung Software City Development Company,256
120.72.106.0/24,Quang Trung Software City Development Company,256
120.72.107.0/24,Quang Trung Software City Development Company,256
120.72.108.0/24,Quang Trung Software City Development Company,256
120.72.109.0/24,Quang Trung Software City Development Company,256
120.72.110.0/24,Quang Trung Software City Development Company,256
120.72.111.0/24,Quang Trung Software City Development Company,256
120.72.112.0/24,Quang Trung Software City Development Company,256
120.72.113.0/24,Quang Trung Software City Development Company,256
120.72.114.0/24,Quang Trung Software City Development Company,256
120.72.116.0/24,Quang Trung Software City Development Company,256
120.72.117.0/24,Quang Trung Software City Development Company,256
120.72.118.0/24,Quang Trung Software City Development Company,256
120.72.119.0/24,Quang Trung Software City Development Company,256
120.72.120.0/24,Quang Trung Software City Development Company,256
120.72.121.0/24,Quang Trung Software City Development Company,256
120.72.122.0/24,Quang Trung Software City Development Company,256
120.72.123.0/24,Quang Trung Software City Development Company,256
120.72.124.0/24,Quang Trung Software City Development Company,256
120.72.80.0/24,Quang Trung Software City Development Company Limited,256
120.72.81.0/24,Quang Trung Software City Development Company Limited,256
120.72.82.0/24,Quang Trung Software City Development Company Limited,256
120.72.83.0/24,Quang Trung Software City Development Company Limited,256
120.72.84.0/24,Quang Trung Software City Development Company Limited,256
120.72.85.0/24,Quang Trung Software City Development Company Limited,256
120.72.86.0/24,Quang Trung Software City Development Company Limited,256
120.72.87.0/24,Quang Trung Software City Development Company Limited,256
120.72.96.0/24,Quang Trung Software City Development Company,256
120.72.98.0/24,Quang Trung Software City Development Company,256
120.72.99.0/24,Quang Trung Software City Development Company,256
202.78.224.0/24,ip range assigned for Infrastructure at QTSC office's Network,256
202.78.225.0/24,ip range assigned to NAT for IP Private Customer,256
202.78.226.0/24,ip range assigned for PE-CE Link Service,256
202.78.227.0/24,ip range allocate for dedicate server service of QTSC,256
202.78.228.0/24,ip range assigned for Sports Marketing Software Services Co Ltd,256
202.78.229.0/24,Quang Trung Software City Development Company Limited,256
202.78.230.0/24,Quang Trung Software City Development Company Limited,256
202.78.231.0/24,ip range assigned for Global Cybersoft Vietnam Inc,256
210.2.100.0/24,Quang Trung Software City Development Company Limited,256
210.2.104.0/24,Quang Trung Software City Development Company Limited,256
210.2.105.0/24,Quang Trung Software City Development Company Limited,256
210.2.106.0/24,Quang Trung Software City Development Company Limited,256
210.2.108.0/24,Quang Trung Software City Development Company Limited,256
210.2.111.0/24,Quang Trung Software City Development Company Limited,256
210.2.112.0/24,Quang Trung Software City Development Company Limited,256
210.2.113.0/24,Quang Trung Software City Development Company Limited,256
210.2.114.0/24,Quang Trung Software City Development Company Limited,256
210.2.115.0/24,Quang Trung Software City Development Company Limited,256
210.2.120.0/24,Quang Trung Software City Development Company Limited,256
210.2.121.0/24,Quang Trung Software City Development Company Limited,256
210.2.125.0/24,Quang Trung Software City Development Company Limited,256
210.2.127.0/24,Quang Trung Software City Development Company Limited,256
210.2.64.0/24,Quang Trung Software City Development Company Limited,256
210.2.66.0/24,Quang Trung Software City Development Company Limited,256
210.2.67.0/24,Quang Trung Software City Development Company Limited,256
210.2.68.0/24,Quang Trung Software City Development Company Limited,256
210.2.69.0/24,Quang Trung Software City Development Company Limited,256
210.2.70.0/24,Quang Trung Software City Development Company Limited,256
210.2.71.0/24,Quang Trung Software City Development Company Limited,256
210.2.72.0/24,Quang Trung Software City Development Company Limited,256
210.2.73.0/24,Quang Trung Software City Development Company Limited,256
210.2.74.0/24,Quang Trung Software City Development Company Limited,256
210.2.75.0/24,Quang Trung Software City Development Company Limited,256
210.2.77.0/24,Quang Trung Software City Development Company Limited,256
210.2.79.0/24,Quang Trung Software City Development Company Limited,256
210.2.84.0/24,Quang Trung Software City Development Company Limited,256
210.2.85.0/24,Quang Trung Software City Development Company Limited,256
210.2.86.0/24,Quang Trung Software City Development Company Limited,256
210.2.87.0/24,Quang Trung Software City Development Company Limited,256
210.2.88.0/24,Quang Trung Software City Development Company Limited,256
210.2.89.0/24,Quang Trung Software City Development Company Limited,256
210.2.90.0/24,Quang Trung Software City Development Company Limited,256
210.2.91.0/24,Quang Trung Software City Development Company Limited,256
210.2.92.0/24,Quang Trung Software City Development Company Limited,256
210.2.93.0/24,Quang Trung Software City Development Company Limited,256
210.2.95.0/24,Quang Trung Software City Development Company Limited,256
210.2.96.0/24,Quang Trung Software City Development Company Limited,256
210.2.97.0/24,Quang Trung Software City Development Company Limited,256
210.2.98.0/24,Quang Trung Software City Development Company Limited,256
210.2.99.0/24,Quang Trung Software City Development Company Limited,256
103.156.0.0/23,Mobifone Dak Lak - Mobifone Service Company Region 7 - Branch of Mobifone Corp.,512
103.156.0.0/24,Mobifone Dak Lak - Mobifone Service Company Region 7 - Branch of Mobifone Corp.,256
103.156.2.0/23,Mobifone Dak Nong - Mobifone Service Company Region 7 - Branch of Mobifone Corp.,512
103.156.2.0/24,Mobifone Dak Nong - Mobifone Service Company Region 7 - Branch of Mobifone Corp.,256
103.156.3.0/24,Mobifone Dak Nong - Mobifone Service Company Region 7 - Branch of Mobifone Corp.,256
103.156.39.0/24,International Telecomunication Center - Branch of Mobifone Corp.,256
103.156.40.0/24,Mobifone Hai Phong - Mobifone Service Company Region 5 - Branch of Mobifone Corp.,256
103.156.4.0/23,Mobifone Gia Lai - Mobifone Service Company Region 7 - Branch of Mobifone Corp.,512
103.156.4.0/24,Mobifone Gia Lai - Mobifone Service Company Region 7 - Branch of Mobifone Corp.,256
103.156.42.0/24,Charge and Accouting Center - Branch of Mobifone Corp.,256
103.156.43.0/24,Charge and Accouting Center - Branch of Mobifone Corp.,256
103.156.44.0/24,Mobifone Value Added Services Joint Stock Company.,256
103.156.45.0/24,Mobifone Value Added Services Joint Stock Company.,256
103.156.48.0/24,Mobifone Ninh Thuan - Brancho of Mobifone Service Company Region 8,256
103.156.5.0/24,Mobifone Gia Lai - Mobifone Service Company Region 7 - Branch of Mobifone Corp.,256
103.156.58.0/24,Mobifone Technology Service Joint Stock Company,256
103.156.59.0/24,Mobifone Technology Service Joint Stock Company,256
103.156.60.0/24,MobiFone Testing and Maintenance Center - Branch of Mobifone Corp.,256
103.156.61.0/24,MobiFone Testing and Maintenance Center - Branch of Mobifone Corp.,256
103.199.20.0/22,MobiFone service company region 1,1024
103.199.22.0/23,MobiFone service company region 1,512
103.199.22.0/24,MobiFone service company region 1,256
103.199.23.0/24,MobiFone service company region 1,256
103.199.24.0/22,MobiFone service company region 2,1024
103.199.24.0/24,MobiFone service company region 2,256
103.199.26.0/23,MobiFone service company region 2,512
103.199.26.0/24,MobiFone service company region 2,256
103.199.27.0/24,MobiFone service company region 2,256
103.199.28.0/22,MobiFone service company region 3,1024
103.199.30.0/24,MobiFone service company region 3,256
103.199.31.0/24,MobiFone service company region 3,256
103.199.32.0/22,MobiFone service company region 4,1024
103.199.34.0/24,MobiFone service company region 4,256
103.199.35.0/24,MobiFone service company region 4,256
103.199.36.0/22,MobiFone service company region 6,1024
103.199.36.0/24,MobiFone service company region 6,256
103.199.37.0/24,MobiFone service company region 6,256
103.199.38.0/24,MobiFone service company region 6,256
103.199.39.0/24,MobiFone service company region 6,256
103.199.40.0/22,MobiFone service company region 5,1024
103.199.40.0/24,MobiFone service company region 5,256
103.199.41.0/24,MobiFone service company region 5,256
103.199.42.0/24,MobiFone service company region 5,256
103.199.43.0/24,MobiFone service company region 5,256
103.199.44.0/22,MobiFone service company region 7,1024
103.199.46.0/24,MobiFone service company region 7,256
103.199.47.0/24,MobiFone service company region 7,256
103.199.48.0/24,MobiFone service company region 9,256
103.199.49.0/24,MobiFone service company region 9,256
103.199.50.0/24,MobiFone service company region 9,256
103.199.51.0/24,MobiFone service company region 9,256
103.199.52.0/22,MobiFone service company region 8,1024
103.199.52.0/24,MobiFone service company region 8,256
103.199.53.0/24,MobiFone service company region 8,256
103.199.54.0/24,MobiFone service company region 8,256
103.199.55.0/24,MobiFone service company region 8,256
103.199.56.0/22,Northern MobiFone network Center,1024
103.199.60.0/22,Southern MobiFone network Center,1024
103.199.60.0/24,Southern MobiFone network Center,256
103.199.61.0/24,Southern MobiFone network Center,256
103.199.62.0/24,Southern MobiFone network Center,256
103.199.63.0/24,Southern MobiFone network Center,256
103.199.64.0/24,MobiFone Multimedia ? Value Added Services Center,256
103.199.65.0/24,MobiFone Multimedia ? Value Added Services Center,256
103.199.66.0/24,MobiFone Multimedia ? Value Added Services Center,256
103.199.67.0/24,MobiFone Multimedia ? Value Added Services Center,256
103.199.68.0/22,Central MobiFone network Center,1024
103.199.68.0/24,Central MobiFone network Center,256
103.199.69.0/24,Central MobiFone network Center,256
103.199.70.0/24,Central MobiFone network Center,256
103.199.71.0/24,Central MobiFone network Center,256
103.199.72.0/22,Network Operator Center - Branch of Mobifone Corporation,1024
103.199.73.0/24,Network Operator Center - Branch of Mobifone Corporation,256
103.199.74.0/24,Network Operator Center - Branch of Mobifone Corporation,256
103.199.75.0/24,Network Operator Center - Branch of Mobifone Corporation,256
103.199.76.0/24,Mobifone Information Technology Center,256
103.199.77.0/24,Mobifone Information Technology Center,256
103.199.78.0/24,Mobifone Information Technology Center,256
103.199.79.0/24,Mobifone Information Technology Center,256
103.53.252.0/22,Mobifone Corporation,1024
137.59.24.0/22,Central MobiFone network Center,1024
137.59.26.0/24,Central MobiFone network Center,256
137.59.28.0/22,MobiFone Multimedia ? Value Added Services Center,1024
137.59.32.0/22,Northern MobiFone network Center,1024
137.59.32.0/24,Northern MobiFone network Center,256
137.59.33.0/24,Northern MobiFone network Center,256
137.59.34.0/24,Northern MobiFone network Center,256
137.59.35.0/24,Northern MobiFone network Center,256
137.59.36.0/22,Southern MobiFone network Center,1024
137.59.40.0/22,Network Operator Center - Branch of Mobifone Corporation,1024
137.59.41.0/24,Network Operator Center - Branch of Mobifone Corporation,256
137.59.42.0/24,Network Operator Center - Branch of Mobifone Corporation,256
137.59.43.0/24,Network Operator Center - Branch of Mobifone Corporation,256
137.59.44.0/22,Mobifone Information Technology Center,1024
137.59.44.0/24,Mobifone Information Technology Center,256
137.59.45.0/24,Mobifone Information Technology Center,256
137.59.46.0/24,Mobifone Information Technology Center,256
45.121.24.0/22,Mobifone Corporation,1024
45.121.24.0/24,Mobifone Corporation,256
59.153.220.0/22,MobiFone service company region 1,1024
103.196.236.0/22,VinaData Information Technology Service JSC,1024
103.245.248.0/22,Long Dinh Entertainment Company Limited,1024
103.245.248.0/23,Long Dinh Entertainment Company Limited,512
103.245.250.0/23,Long Dinh Entertainment Company Limited,512
118.102.0.0/21,VNG Corporation,2048
118.102.0.0/22,VNG Corporation,1024
118.102.2.0/24,Cong ty Co phan Tap doan Vi Na,256
118.102.4.0/22,VNG Corporation,1024
120.138.64.0/20,VNG Corporation,4096
120.138.64.0/21,VNG Corporation,2048
120.138.64.0/22,Cong ty Co phan Tap doan Vi Na,1024
120.138.68.0/22,Cong ty Co phan Tap doan Vi Na,1024
120.138.69.0/24,Cong ty Co phan Tap doan Vi Na,256
120.138.72.0/21,VNG Corporation,2048
120.138.72.0/22,Cong ty Co phan Tap doan Vi Na,1024
120.138.76.0/22,VNG Corporation,1024
122.201.12.0/22,VNG Corporation,1024
122.201.8.0/21,VNG Corporation,2048
122.201.8.0/22,VNG Corporation,1024
45.127.252.0/22,VinaData Information Technology Service JSC,1024
49.213.100.0/22,VNG Corporation,1024
49.213.103.0/24,VNG Corporation,256
49.213.104.0/22,VNG Corporation,1024
49.213.108.0/22,VNG Corporation,1024
49.213.112.0/22,VNG Corporation,1024
49.213.114.0/24,VNG Corporation,256
49.213.116.0/22,VNG Corporation,1024
49.213.120.0/22,VNG Corporation,1024
49.213.124.0/22,VNG Corporation,1024
49.213.64.0/20,VNG Corporation,4096
49.213.64.0/22,VNG Corporation,1024
49.213.68.0/22,VNG Corporation,1024
49.213.72.0/22,VNG Corporation,1024
49.213.76.0/22,VNG Corporation,1024
49.213.77.0/24,VNG Corporation,256
49.213.78.0/24,VNG Corporation,256
49.213.80.0/21,VNG Corporation,2048
49.213.80.0/22,VNG Corporation,1024
49.213.84.0/22,VNG Corporation,1024
49.213.88.0/23,VNG Corporation,512
49.213.90.0/23,VNG Corporation,512
49.213.90.0/24,VNG Corporation,256
49.213.91.0/24,VNG Corporation,256
49.213.92.0/23,VNG Corporation,512
49.213.94.0/23,VNG Corporation,512
49.213.94.0/24,VNG Corporation,256
49.213.95.0/24,VNG Corporation,256
49.213.96.0/19,VNG Corporation,8192
49.213.96.0/22,VNG Corporation,1024
58.84.0.0/22,Long Dinh Entertainment Company Limited,1024
58.84.0.0/23,Long Dinh Entertainment Company Limited,512
58.84.2.0/23,Long Dinh Entertainment Company Limited,512
61.28.224.0/19,VinaData Information Technology Service JSC,8192
61.28.224.0/20,VinaData Information Technology Service JSC,4096
61.28.224.0/22,VinaData Information Technology Service JSC,1024
61.28.226.0/24,VinaData Information Technology Service JSC,256
61.28.227.0/24,VinaData Information Technology Service JSC,256
61.28.228.0/22,VinaData Information Technology Service JSC,1024
61.28.230.0/23,VinaData Information Technology Service JSC,512
61.28.232.0/22,VinaData Information Technology Service JSC,1024
61.28.233.0/24,VinaData Information Technology Service JSC,256
61.28.235.0/24,VinaData Information Technology Service JSC,256
61.28.236.0/22,VinaData Information Technology Service JSC,1024
61.28.236.0/24,VinaData Information Technology Service JSC,256
61.28.240.0/20,VinaData Information Technology Service JSC,4096
61.28.240.0/22,VinaData Information Technology Service JSC,1024
61.28.244.0/22,VinaData Information Technology Service JSC,1024
61.28.248.0/22,VinaData Information Technology Service JSC,1024
